CUENCA;A;Sm;FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha); ;FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);;FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
182;144736,272;16,5;327,08;168,19;121,97;646,83;313,42;206,48;447,22;399,47;304,04;573,07;190,16;591,69;351,56;778,03;707,17;5313,42;937,30;677,42;2294,97;;0,00226;0,00116;0,00084;0,00447;0,00217;0,00143;0,00309;0,00276;0,00210;0,00396;0,00131;0,00409;0,00243;0,00538;0,00489;0,03671;0,00648;0,00468;0,01586;;0,00226;0,00342;0,00426;0,00873;0,01090;0,01233;0,01542;0,01818;0,02028;0,02424;0,02555;0,02964;0,03207;0,03744;0,04233;0,07904;0,08551;0,09020;0,10605
183;71210,535;24,28;113,35;39,66;300,92;350,95;355,45;147,29;285,58;351,79;330,66;551,87;190,62;195,04;78,57;241,19;354,69;330,36;355,45;409,08;363,01;;0,00159;0,00056;0,00423;0,00493;0,00499;0,00207;0,00401;0,00494;0,00464;0,00775;0,00268;0,00274;0,00110;0,00339;0,00498;0,00464;0,00499;0,00574;0,00510;;0,00159;0,00215;0,00637;0,01130;0,01629;0,01836;0,02237;0,02731;0,03196;0,03971;0,04238;0,04512;0,04623;0,04961;0,05459;0,05923;0,06422;0,06997;0,07507
184;115396,293;11,02;85,58;82,53;13,50;187,11;34,55;91,08;151,72;119,30;194,66;178,34;124,94;350,50;288,86;235,85;462,85;6034,78;916,93;496,11;485,05;;0,00074;0,00072;0,00012;0,00162;0,00030;0,00079;0,00131;0,00103;0,00169;0,00155;0,00108;0,00304;0,00250;0,00204;0,00401;0,05230;0,00795;0,00430;0,00420;;0,00074;0,00146;0,00157;0,00320;0,00349;0,00428;0,00560;0,00663;0,00832;0,00986;0,01095;0,01398;0,01649;0,01853;0,02254;0,07484;0,08279;0,08708;0,09129
185;565304,439;5,25;1402,14;145,31;440,05;198,70;277,04;308,70;324,71;168,50;442,64;146,83;203,74;371,55;285,05;577,19;129,60;36,08;106,64;544,01;309,38;;0,00248;0,00026;0,00078;0,00035;0,00049;0,00055;0,00057;0,00030;0,00078;0,00026;0,00036;0,00066;0,00050;0,00102;0,00023;0,00006;0,00019;0,00096;0,00055;;0,00248;0,00274;0,00352;0,00387;0,00436;0,00490;0,00548;0,00578;0,00656;0,00682;0,00718;0,00784;0,00834;0,00936;0,00959;0,00965;0,00984;0,01081;0,01135
186;89416,43;5,55;559,50;99,39;881,69;57,21;155,91;283,98;435,85;166,90;297,79;109,31;162,01;803,59;677,04;992,83;307,86;155,45;252,71;285,51;239,28;;0,00626;0,00111;0,00986;0,00064;0,00174;0,00318;0,00487;0,00187;0,00333;0,00122;0,00181;0,00899;0,00757;0,01110;0,00344;0,00174;0,00283;0,00319;0,00268;;0,00626;0,00737;0,01723;0,01787;0,01961;0,02279;0,02766;0,02953;0,03286;0,03408;0,03589;0,04488;0,05245;0,06356;0,06700;0,06874;0,07156;0,07476;0,07743
187;538129,647;3,41;563,54;8,39;87,72;25,63;47,44;91,23;148,44;30,59;62,85;46,99;100,61;176,13;134,40;195,73;288,02;1,91;14,11;89,09;23,11;;0,00105;0,00002;0,00016;0,00005;0,00009;0,00017;0,00028;0,00006;0,00012;0,00009;0,00019;0,00033;0,00025;0,00036;0,00054;0,00000;0,00003;0,00017;0,00004;;0,00105;0,00106;0,00123;0,00127;0,00136;0,00153;0,00181;0,00186;0,00198;0,00207;0,00225;0,00258;0,00283;0,00320;0,00373;0,00373;0,00376;0,00393;0,00397
188;582525,47;13,22;137,45;93,52;40,88;375,82;182,84;288,02;205,42;210,45;407,55;331,43;246,68;420,29;245,00;528,15;597,33;4436,00;1892,14;1175,29;1773,38;;0,00024;0,00016;0,00007;0,00065;0,00031;0,00049;0,00035;0,00036;0,00070;0,00057;0,00042;0,00072;0,00042;0,00091;0,00103;0,00762;0,00325;0,00202;0,00304;;0,00024;0,00040;0,00047;0,00111;0,00143;0,00192;0,00227;0,00263;0,00333;0,00390;0,00433;0,00505;0,00547;0,00637;0,00740;0,01502;0,01826;0,02028;0,02333
189;111646,263;13,3;15,79;2,82;2,36;16,63;10,14;9,99;19,07;18,00;15,94;25,02;21,89;74,60;27,69;17,32;3,43;16,48;58,20;25,71;19,68;;0,00014;0,00003;0,00002;0,00015;0,00009;0,00009;0,00017;0,00016;0,00014;0,00022;0,00020;0,00067;0,00025;0,00016;0,00003;0,00015;0,00052;0,00023;0,00018;;0,00014;0,00017;0,00019;0,00034;0,00043;0,00052;0,00069;0,00085;0,00099;0,00122;0,00141;0,00208;0,00233;0,00248;0,00251;0,00266;0,00318;0,00341;0,00359
190;265003,371;11,92;72,92;92,52;13,04;153,55;148,67;103,66;91,69;117,32;179,33;262,70;103,97;253,93;174,07;251,03;87,49;331,58;1400,46;412,05;559,80;;0,00028;0,00035;0,00005;0,00058;0,00056;0,00039;0,00035;0,00044;0,00068;0,00099;0,00039;0,00096;0,00066;0,00095;0,00033;0,00125;0,00528;0,00155;0,00211;;0,00028;0,00062;0,00067;0,00125;0,00181;0,00221;0,00255;0,00299;0,00367;0,00466;0,00505;0,00601;0,00667;0,00762;0,00795;0,00920;0,01448;0,01604;0,01815
191;536636,453;32,75;803,74;545,00;647,98;3559,19;2323,34;1069,87;1284,06;1409,38;1897,56;1788,94;593,90;1996,72;613,88;781,92;528,07;1568,27;5739,13;1894,36;2235,55;;0,00150;0,00102;0,00121;0,00663;0,00433;0,00199;0,00239;0,00263;0,00354;0,00333;0,00111;0,00372;0,00114;0,00146;0,00098;0,00292;0,01069;0,00353;0,00417;;0,00150;0,00251;0,00372;0,01035;0,01468;0,01668;0,01907;0,02170;0,02523;0,02857;0,02967;0,03339;0,03454;0,03599;0,03698;0,03990;0,05059;0,05412;0,05829
192;181469,483;25,19;28,68;13,81;2,52;25,40;59,34;23,65;28,60;39,36;81,08;81,85;31,43;68,80;32,34;45,31;18,31;29,67;80,78;33,33;45,54;;0,00016;0,00008;0,00001;0,00014;0,00033;0,00013;0,00016;0,00022;0,00045;0,00045;0,00017;0,00038;0,00018;0,00025;0,00010;0,00016;0,00045;0,00018;0,00025;;0,00016;0,00023;0,00025;0,00039;0,00071;0,00085;0,00100;0,00122;0,00167;0,00212;0,00229;0,00267;0,00285;0,00310;0,00320;0,00336;0,00381;0,00399;0,00424
193;308661,106;16,82;83,60;83,30;1,45;85,13;24,18;74,29;94,74;39,89;113,35;182,84;69,03;89,86;69,87;124,71;5,34;26,32;78,87;16,93;40,50;;0,00027;0,00027;0,00000;0,00028;0,00008;0,00024;0,00031;0,00013;0,00037;0,00059;0,00022;0,00029;0,00023;0,00040;0,00002;0,00009;0,00026;0,00005;0,00013;;0,00027;0,00054;0,00055;0,00082;0,00090;0,00114;0,00145;0,00158;0,00194;0,00254;0,00276;0,00305;0,00328;0,00368;0,00370;0,00378;0,00404;0,00409;0,00423
194;160216,964;17,12;50,50;24,56;9,69;18,69;17,47;30,05;47,44;20,75;65,14;76,51;69,18;108,92;42,79;45,54;6,18;45,16;359,80;183,83;60,87;;0,00032;0,00015;0,00006;0,00012;0,00011;0,00019;0,00030;0,00013;0,00041;0,00048;0,00043;0,00068;0,00027;0,00028;0,00004;0,00028;0,00225;0,00115;0,00038;;0,00032;0,00047;0,00053;0,00065;0,00075;0,00094;0,00124;0,00137;0,00177;0,00225;0,00268;0,00336;0,00363;0,00391;0,00395;0,00424;0,00648;0,00763;0,00801
195;346657,825;36,62;353,47;179,86;134,17;276,96;316,40;392,22;186,04;248,59;551,79;342,79;466,36;417,01;286,65;383,07;146,30;430,59;1819,22;610,60;397,56;;0,00102;0,00052;0,00039;0,00080;0,00091;0,00113;0,00054;0,00072;0,00159;0,00099;0,00135;0,00120;0,00083;0,00111;0,00042;0,00124;0,00525;0,00176;0,00115;;0,00102;0,00154;0,00193;0,00272;0,00364;0,00477;0,00531;0,00602;0,00761;0,00860;0,00995;0,01115;0,01198;0,01308;0,01351;0,01475;0,02000;0,02176;0,02290
196;259394,071;23,01;60,56;46,61;22,81;31,58;18,76;30,28;45,31;25,48;49,66;124,18;41,57;91,08;34,78;38,52;4,35;51,26;428,99;52,48;33,79;;0,00023;0,00018;0,00009;0,00012;0,00007;0,00012;0,00017;0,00010;0,00019;0,00048;0,00016;0,00035;0,00013;0,00015;0,00002;0,00020;0,00165;0,00020;0,00013;;0,00023;0,00041;0,00050;0,00062;0,00070;0,00081;0,00099;0,00108;0,00128;0,00175;0,00192;0,00227;0,00240;0,00255;0,00257;0,00276;0,00442;0,00462;0,00475
197;181271,001;8,27;76,51;93,14;11,21;189,02;70,40;37,45;197,56;44,09;149,50;214,04;160,34;181,69;42,94;349,89;212,59;187,72;506,86;191,61;158,43;;0,00042;0,00051;0,00006;0,00104;0,00039;0,00021;0,00109;0,00024;0,00082;0,00118;0,00088;0,00100;0,00024;0,00193;0,00117;0,00104;0,00280;0,00106;0,00087;;0,00042;0,00094;0,00100;0,00204;0,00243;0,00264;0,00373;0,00397;0,00479;0,00597;0,00686;0,00786;0,00810;0,01003;0,01120;0,01224;0,01503;0,01609;0,01696
198;166531,63;34,29;114,65;32,72;35,62;40,35;39,66;73,23;64,91;103,89;104,42;139,13;168,34;96,34;50,95;49,12;9,69;55,15;370,94;70,18;97,79;;0,00069;0,00020;0,00021;0,00024;0,00024;0,00044;0,00039;0,00062;0,00063;0,00084;0,00101;0,00058;0,00031;0,00029;0,00006;0,00033;0,00223;0,00042;0,00059;;0,00069;0,00088;0,00110;0,00134;0,00158;0,00202;0,00241;0,00303;0,00366;0,00450;0,00551;0,00608;0,00639;0,00669;0,00674;0,00707;0,00930;0,00972;0,01031
199;90055,714;37,27;32,49;13,42;8,31;14,80;13,12;27,00;19,30;31,35;66,36;44,85;122,65;74,29;14,26;18,46;1,14;39,05;80,93;21,89;23,34;;0,00036;0,00015;0,00009;0,00016;0,00015;0,00030;0,00021;0,00035;0,00074;0,00050;0,00136;0,00082;0,00016;0,00020;0,00001;0,00043;0,00090;0,00024;0,00026;;0,00036;0,00051;0,00060;0,00077;0,00091;0,00121;0,00143;0,00177;0,00251;0,00301;0,00437;0,00520;0,00535;0,00556;0,00557;0,00601;0,00690;0,00715;0,00741
200;423794,423;22,61;51,33;168,80;23,65;151,79;53,85;114,80;204,81;223,19;370,86;206,64;189,63;283,45;194,51;322,58;145,84;377,19;496,41;267,89;336,99;;0,00012;0,00040;0,00006;0,00036;0,00013;0,00027;0,00048;0,00053;0,00088;0,00049;0,00045;0,00067;0,00046;0,00076;0,00034;0,00089;0,00117;0,00063;0,00080;;0,00012;0,00052;0,00058;0,00093;0,00106;0,00133;0,00181;0,00234;0,00322;0,00370;0,00415;0,00482;0,00528;0,00604;0,00638;0,00727;0,00845;0,00908;0,00987
201;195536,444;49,31;507,48;630,05;1423,72;188,86;327,08;549,12;684,29;433,56;518,38;455,76;330,28;449,58;238,75;705,11;725,48;1459,95;1130,51;765,60;422,50;;0,00260;0,00322;0,00728;0,00097;0,00167;0,00281;0,00350;0,00222;0,00265;0,00233;0,00169;0,00230;0,00122;0,00361;0,00371;0,00747;0,00578;0,00392;0,00216;;0,00260;0,00582;0,01310;0,01406;0,01574;0,01855;0,02205;0,02426;0,02691;0,02924;0,03093;0,03323;0,03445;0,03806;0,04177;0,04924;0,05502;0,05893;0,06109
202;428354,96;15,01;5644,32;992,07;3208,16;994,97;1844,70;2167,96;1813,81;1830,82;1685,58;1103,81;1894,05;2073,38;995,73;1188,94;845,92;783,52;977,57;851,33;1360,72;;0,01318;0,00232;0,00749;0,00232;0,00431;0,00506;0,00423;0,00427;0,00394;0,00258;0,00442;0,00484;0,00232;0,00278;0,00197;0,00183;0,00228;0,00199;0,00318;;0,01318;0,01549;0,02298;0,02530;0,02961;0,03467;0,03891;0,04318;0,04712;0,04969;0,05411;0,05895;0,06128;0,06406;0,06603;0,06786;0,07014;0,07213;0,07531
203;54191,825;52,95;121,82;117,47;230,82;48,97;70,18;117,24;115,56;112,43;108,85;94,74;77,65;115,87;73,23;148,67;189,70;387,87;300,46;191,91;304,88;;0,00225;0,00217;0,00426;0,00090;0,00129;0,00216;0,00213;0,00207;0,00201;0,00175;0,00143;0,00214;0,00135;0,00274;0,00350;0,00716;0,00554;0,00354;0,00563;;0,00225;0,00442;0,00867;0,00958;0,01087;0,01304;0,01517;0,01724;0,01925;0,02100;0,02243;0,02457;0,02592;0,02867;0,03217;0,03932;0,04487;0,04841;0,05404
204;107824,208;21,79;633,49;154,31;1119,60;24,56;199,01;325,32;410,45;381,01;534,25;311,06;185,05;471,85;255,15;1209,61;1126,77;674,14;638,60;1249,28;923,42;;0,00588;0,00143;0,01038;0,00023;0,00185;0,00302;0,00381;0,00353;0,00495;0,00288;0,00172;0,00438;0,00237;0,01122;0,01045;0,00625;0,00592;0,01159;0,00856;;0,00588;0,00731;0,01769;0,01792;0,01976;0,02278;0,02659;0,03012;0,03508;0,03796;0,03968;0,04405;0,04642;0,05764;0,06809;0,07434;0,08026;0,09185;0,10041
205;404681,388;18;153,32;358,20;3,05;350,88;151,18;114,65;566,67;278,49;537,91;661,86;417,24;490,69;490,31;407,40;19,37;60,72;340,35;135,16;120,37;;0,00038;0,00089;0,00001;0,00087;0,00037;0,00028;0,00140;0,00069;0,00133;0,00164;0,00103;0,00121;0,00121;0,00101;0,00005;0,00015;0,00084;0,00033;0,00030;;0,00038;0,00126;0,00127;0,00214;0,00251;0,00280;0,00420;0,00488;0,00621;0,00785;0,00888;0,01009;0,01130;0,01231;0,01236;0,01251;0,01335;0,01368;0,01398
206;282152,767;33,91;372,23;156,90;80,47;271,01;212,81;424,03;320,52;393,90;679,41;575,90;531,50;375,36;73,76;95,27;29,60;259,42;433,71;83,60;189,78;;0,00132;0,00056;0,00029;0,00096;0,00075;0,00150;0,00114;0,00140;0,00241;0,00204;0,00188;0,00133;0,00026;0,00034;0,00010;0,00092;0,00154;0,00030;0,00067;;0,00132;0,00188;0,00216;0,00312;0,00388;0,00538;0,00651;0,00791;0,01032;0,01236;0,01424;0,01557;0,01583;0,01617;0,01628;0,01720;0,01873;0,01903;0,01970
207;205131,015;40,07;109,84;100,08;48,28;73,30;93,75;125,40;93,44;83,91;246,68;182,68;286,12;215,56;78,49;63,01;10,60;101,98;438,14;131,81;77,04;;0,00054;0,00049;0,00024;0,00036;0,00046;0,00061;0,00046;0,00041;0,00120;0,00089;0,00139;0,00105;0,00038;0,00031;0,00005;0,00050;0,00214;0,00064;0,00038;;0,00054;0,00102;0,00126;0,00162;0,00207;0,00268;0,00314;0,00355;0,00475;0,00564;0,00704;0,00809;0,00847;0,00878;0,00883;0,00933;0,01146;0,01210;0,01248
208;190102,479;10,59;19,76;68,73;1,60;31,12;6,86;0,08;11,44;163,62;111,67;67,35;174,98;98,17;61,40;81,92;22,58;49,89;64,00;6,71;16,17;;0,00010;0,00036;0,00001;0,00016;0,00004;0,00000;0,00006;0,00086;0,00059;0,00035;0,00092;0,00052;0,00032;0,00043;0,00012;0,00026;0,00034;0,00004;0,00009;;0,00010;0,00047;0,00047;0,00064;0,00067;0,00067;0,00073;0,00159;0,00218;0,00254;0,00346;0,00397;0,00430;0,00473;0,00485;0,00511;0,00545;0,00548;0,00557
209;93243,59;9,22;51,11;147,14;14,65;224,56;27,38;102,59;305,34;339,97;417,39;300,61;216,09;158,43;46,45;36,16;4,35;20,90;28,45;5,95;5,80;;0,00055;0,00158;0,00016;0,00241;0,00029;0,00110;0,00327;0,00365;0,00448;0,00322;0,00232;0,00170;0,00050;0,00039;0,00005;0,00022;0,00031;0,00006;0,00006;;0,00055;0,00213;0,00228;0,00469;0,00499;0,00609;0,00936;0,01301;0,01748;0,02071;0,02302;0,02472;0,02522;0,02561;0,02566;0,02588;0,02618;0,02625;0,02631
210;74136,595;11,34;20,67;18,23;7,40;35,55;21,05;33,87;11,59;63,84;118,46;99,62;91,46;77,65;5,64;128,22;70,02;24,10;86,80;6,10;3,51;;0,00028;0,00025;0,00010;0,00048;0,00028;0,00046;0,00016;0,00086;0,00160;0,00134;0,00123;0,00105;0,00008;0,00173;0,00094;0,00033;0,00117;0,00008;0,00005;;0,00028;0,00052;0,00062;0,00110;0,00139;0,00184;0,00200;0,00286;0,00446;0,00580;0,00704;0,00808;0,00816;0,00989;0,01084;0,01116;0,01233;0,01241;0,01246
211;302200,545;41,53;983,30;446,45;102,21;469,72;325,93;449,50;187,41;222,04;330,36;412,97;349,50;418,46;148,28;202,59;116,55;220,90;339,66;154,54;302,97;;0,00325;0,00148;0,00034;0,00155;0,00108;0,00149;0,00062;0,00073;0,00109;0,00137;0,00116;0,00138;0,00049;0,00067;0,00039;0,00073;0,00112;0,00051;0,00100;;0,00325;0,00473;0,00507;0,00662;0,00770;0,00919;0,00981;0,01054;0,01164;0,01300;0,01416;0,01555;0,01604;0,01671;0,01709;0,01782;0,01895;0,01946;0,02046
212;242190,481;17,15;45,77;45,23;5,64;55,61;10,14;25,17;64,45;203,36;156,83;100,00;142,18;148,44;15,94;16,40;3,51;8,85;52,10;5,72;11,59;;0,00019;0,00019;0,00002;0,00023;0,00004;0,00010;0,00027;0,00084;0,00065;0,00041;0,00059;0,00061;0,00007;0,00007;0,00001;0,00004;0,00022;0,00002;0,00005;;0,00019;0,00038;0,00040;0,00063;0,00067;0,00077;0,00104;0,00188;0,00253;0,00294;0,00353;0,00414;0,00421;0,00427;0,00429;0,00433;0,00454;0,00456;0,00461
213;83114,954;28,68;9,99;3,89;1,07;3,20;3,28;16,70;0,76;27,99;21,74;22,20;8,70;35,93;5,03;31,43;0,00;3,97;4,12;2,14;1,30;;0,00012;0,00005;0,00001;0,00004;0,00004;0,00020;0,00001;0,00034;0,00026;0,00027;0,00010;0,00043;0,00006;0,00038;0,00000;0,00005;0,00005;0,00003;0,00002;;0,00012;0,00017;0,00018;0,00022;0,00026;0,00046;0,00047;0,00080;0,00107;0,00133;0,00144;0,00187;0,00193;0,00231;0,00231;0,00236;0,00241;0,00243;0,00245
214;353124,909;15,15;158,66;219,98;64,07;169,26;232,80;362,70;244,39;425,55;494,28;598,78;401,60;343,48;113,20;148,36;45,84;199,16;246,07;87,03;65,45;;0,00045;0,00062;0,00018;0,00048;0,00066;0,00103;0,00069;0,00121;0,00140;0,00170;0,00114;0,00097;0,00032;0,00042;0,00013;0,00056;0,00070;0,00025;0,00019;;0,00045;0,00107;0,00125;0,00173;0,00239;0,00342;0,00411;0,00532;0,00672;0,00841;0,00955;0,01052;0,01084;0,01126;0,01139;0,01196;0,01265;0,01290;0,01309
215;196067,239;26,57;520,59;297,79;241,57;528,91;448,82;653,78;123,26;330,74;505,26;590,62;770,48;654,08;704,35;412,97;423,65;410,68;485,43;312,74;187,26;;0,00266;0,00152;0,00123;0,00270;0,00229;0,00333;0,00063;0,00169;0,00258;0,00301;0,00393;0,00334;0,00359;0,00211;0,00216;0,00209;0,00248;0,00160;0,00096;;0,00266;0,00417;0,00541;0,00810;0,01039;0,01373;0,01436;0,01604;0,01862;0,02163;0,02556;0,02890;0,03249;0,03460;0,03676;0,03885;0,04133;0,04292;0,04388
216;265758,045;30,91;155,99;45,23;47,14;74,37;163,01;114,49;93,97;217,54;462,32;339,51;177,42;153,55;50,57;77,19;40,12;101,14;182,61;32,72;47,06;;0,00059;0,00017;0,00018;0,00028;0,00061;0,00043;0,00035;0,00082;0,00174;0,00128;0,00067;0,00058;0,00019;0,00029;0,00015;0,00038;0,00069;0,00012;0,00018;;0,00059;0,00076;0,00093;0,00121;0,00183;0,00226;0,00261;0,00343;0,00517;0,00645;0,00712;0,00769;0,00788;0,00817;0,00832;0,00871;0,00939;0,00952;0,00969
217;276202,01;5,11;100,08;22,50;17,39;46,30;22,20;10,91;52,71;43,71;20,59;37,22;27,46;43,10;56,67;66,13;31,20;85,81;59,80;64,07;66,97;;0,00036;0,00008;0,00006;0,00017;0,00008;0,00004;0,00019;0,00016;0,00007;0,00013;0,00010;0,00016;0,00021;0,00024;0,00011;0,00031;0,00022;0,00023;0,00024;;0,00036;0,00044;0,00051;0,00067;0,00075;0,00079;0,00099;0,00114;0,00122;0,00135;0,00145;0,00161;0,00181;0,00205;0,00217;0,00248;0,00269;0,00292;0,00317
218;787123,625;4,61;135,62;53,17;99,39;87,26;58,28;22,27;123,65;74,68;72,39;96,11;105,87;82,53;150,50;115,26;85,05;171,47;153,78;179,86;165,29;;0,00017;0,00007;0,00013;0,00011;0,00007;0,00003;0,00016;0,00009;0,00009;0,00012;0,00013;0,00010;0,00019;0,00015;0,00011;0,00022;0,00020;0,00023;0,00021;;0,00017;0,00024;0,00037;0,00048;0,00055;0,00058;0,00074;0,00083;0,00092;0,00105;0,00118;0,00128;0,00148;0,00162;0,00173;0,00195;0,00214;0,00237;0,00258
219;368476,953;5,54;33,49;22,58;8,70;40,88;20,29;17,54;59,73;16,63;24,94;46,00;19,68;46,91;41,95;41,72;33,56;67,05;43,10;58,89;33,18;;0,00009;0,00006;0,00002;0,00011;0,00006;0,00005;0,00016;0,00005;0,00007;0,00012;0,00005;0,00013;0,00011;0,00011;0,00009;0,00018;0,00012;0,00016;0,00009;;0,00009;0,00015;0,00018;0,00029;0,00034;0,00039;0,00055;0,00060;0,00066;0,00079;0,00084;0,00097;0,00108;0,00120;0,00129;0,00147;0,00159;0,00175;0,00184
220;437201,812;5,01;51,03;59,73;2,14;55,30;24,03;24,41;146,91;22,73;48,59;144,01;27,46;89,78;108,77;77,04;73,84;136,69;59,88;120,21;86,35;;0,00012;0,00014;0,00000;0,00013;0,00005;0,00006;0,00034;0,00005;0,00011;0,00033;0,00006;0,00021;0,00025;0,00018;0,00017;0,00031;0,00014;0,00027;0,00020;;0,00012;0,00025;0,00026;0,00038;0,00044;0,00050;0,00083;0,00088;0,00099;0,00132;0,00139;0,00159;0,00184;0,00202;0,00219;0,00250;0,00264;0,00291;0,00311
221;343916,406;5,32;62,40;61,71;29,90;89,24;28,99;16,48;80,93;64,76;45,69;42,33;26,01;61,25;80,24;70,63;28,45;109,76;117,32;82,23;176,74;;0,00018;0,00018;0,00009;0,00026;0,00008;0,00005;0,00024;0,00019;0,00013;0,00012;0,00008;0,00018;0,00023;0,00021;0,00008;0,00032;0,00034;0,00024;0,00051;;0,00018;0,00036;0,00045;0,00071;0,00079;0,00084;0,00107;0,00126;0,00140;0,00152;0,00159;0,00177;0,00201;0,00221;0,00229;0,00261;0,00295;0,00319;0,00371
222;427368,61;4,2;147,90;131,12;137,91;252,63;128,22;65,68;173,61;227,00;108,62;244,70;93,14;173,15;353,55;265,14;110,83;285,89;295,88;195,50;195,27;;0,00035;0,00031;0,00032;0,00059;0,00030;0,00015;0,00041;0,00053;0,00025;0,00057;0,00022;0,00041;0,00083;0,00062;0,00026;0,00067;0,00069;0,00046;0,00046;;0,00035;0,00065;0,00098;0,00157;0,00187;0,00202;0,00243;0,00296;0,00321;0,00378;0,00400;0,00441;0,00523;0,00586;0,00611;0,00678;0,00748;0,00793;0,00839
223;19117,008;28,01;38,14;14,49;16,55;27,77;16,09;11,14;10,53;22,12;16,55;11,75;19,83;40,50;33,41;46,22;2,44;2,67;0,00;1,37;2,36;;0,00200;0,00076;0,00087;0,00145;0,00084;0,00058;0,00055;0,00116;0,00087;0,00061;0,00104;0,00212;0,00175;0,00242;0,00013;0,00014;0,00000;0,00007;0,00012;;0,00200;0,00275;0,00362;0,00507;0,00591;0,00650;0,00705;0,00820;0,00907;0,00968;0,01072;0,01284;0,01459;0,01701;0,01713;0,01727;0,01727;0,01734;0,01747
224;1339779,078;5,27;932,27;981,01;780,93;1623,49;587,64;436,23;937,83;1547,67;833,71;1242,03;582,46;885,13;1358,28;1724,33;786,65;1732,49;1889,93;1464,99;1433,87;;0,00070;0,00073;0,00058;0,00121;0,00044;0,00033;0,00070;0,00116;0,00062;0,00093;0,00043;0,00066;0,00101;0,00129;0,00059;0,00129;0,00141;0,00109;0,00107;;0,00070;0,00143;0,00201;0,00322;0,00366;0,00399;0,00469;0,00584;0,00646;0,00739;0,00783;0,00849;0,00950;0,01079;0,01137;0,01267;0,01408;0,01517;0,01624
225;538119,096;4,33;322,73;255,45;156,06;302,29;175,82;230,82;414,72;338,37;269,18;526,39;130,21;287,57;529,52;637,68;271,40;573,61;518,46;456,98;614,11;;0,00060;0,00047;0,00029;0,00056;0,00033;0,00043;0,00077;0,00063;0,00050;0,00098;0,00024;0,00053;0,00098;0,00119;0,00050;0,00107;0,00096;0,00085;0,00114;;0,00060;0,00107;0,00136;0,00193;0,00225;0,00268;0,00345;0,00408;0,00458;0,00556;0,00580;0,00634;0,00732;0,00851;0,00901;0,01008;0,01104;0,01189;0,01303
226;101987,043;3,66;31,88;86,04;39,13;71,01;33,64;47,44;42,64;45,39;29,60;127,31;24,18;57,06;99,54;124,71;48,59;113,04;91,99;113,88;86,35;;0,00031;0,00084;0,00038;0,00070;0,00033;0,00047;0,00042;0,00045;0,00029;0,00125;0,00024;0,00056;0,00098;0,00122;0,00048;0,00111;0,00090;0,00112;0,00085;;0,00031;0,00116;0,00154;0,00224;0,00257;0,00303;0,00345;0,00389;0,00418;0,00543;0,00567;0,00623;0,00721;0,00843;0,00890;0,01001;0,01092;0,01203;0,01288
227;256939,241;3,25;803,43;557,28;500,31;776,51;397,79;936,00;896,19;1293,59;1342,18;1486,80;1977,12;1514,87;414,11;477,80;511,98;807,70;4318,38;5252,10;2463,46;;0,00313;0,00217;0,00195;0,00302;0,00155;0,00364;0,00349;0,00503;0,00522;0,00579;0,00769;0,00590;0,00161;0,00186;0,00199;0,00314;0,01681;0,02044;0,00959;;0,00313;0,00530;0,00724;0,01027;0,01181;0,01546;0,01894;0,02398;0,02920;0,03499;0,04268;0,04858;0,05019;0,05205;0,05404;0,05719;0,07399;0,09444;0,10402
228;230733,903;4,17;2491,46;1858,20;1307,09;3640,81;1498,86;3437,60;1996,95;4087,64;2673,46;3312,36;3327,54;2400,92;1211,21;1414,72;1454,39;2178,26;6444,24;7709,23;4913,50;;0,01080;0,00805;0,00566;0,01578;0,00650;0,01490;0,00865;0,01772;0,01159;0,01436;0,01442;0,01041;0,00525;0,00613;0,00630;0,00944;0,02793;0,03341;0,02130;;0,01080;0,01885;0,02452;0,04030;0,04679;0,06169;0,07034;0,08806;0,09965;0,11400;0,12842;0,13883;0,14408;0,15021;0,15651;0,16596;0,19388;0,22730;0,24859
